user_id,group,coupon_received,signup_day,exposure_day,made_first_purchase_30d,days_to_first_purchase,repeat_visits_14d,browse_sessions_14d,product_views_14d,cart_adds_14d,discount_page_views_14d,coupon_used,repeat_purchase_180d,orders_180d,gross_revenue_180d,discount_cost_180d,net_revenue_180d,realized_ltv_180d,latent_response_type,latent_value_type,latent_timing_type
1413,treatment,1,33,36,0,,0,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1414,treatment,1,60,60,0,,3,0,7,2,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1415,control,0,76,78,0,,0,1,3,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1416,treatment,1,11,11,0,,0,0,3,0,3,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1417,treatment,1,28,31,1,10,0,2,3,0,2,0,0,1,23.59,2.36,21.23,21.23,lost_cause,no_value,no_purchase
1418,treatment,1,85,87,1,11,6,3,7,3,2,1,1,2,121.73,24.2,97.53,97.53,sure_thing,medium_value,pulled_forward
1419,treatment,1,33,39,0,,1,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1420,treatment,1,60,66,0,,0,1,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1421,treatment,1,51,54,0,,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1422,control,0,79,86,0,,6,11,19,4,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1423,control,0,46,49,0,,1,2,6,0,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1424,control,0,39,39,0,,0,4,9,1,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1425,control,0,2,9,0,,3,10,22,4,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1426,control,0,43,46,0,,3,2,6,0,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1427,control,0,53,60,0,,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1428,control,0,62,67,0,,2,1,6,2,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1429,treatment,1,71,78,1,18,5,5,23,2,1,1,1,7,407.5,29.96,377.53,377.53,persuadable,high_value,normal_timing
1430,control,0,70,75,0,,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1431,treatment,1,42,46,0,,2,0,10,1,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1432,treatment,1,8,9,0,,1,5,23,2,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1433,control,0,23,25,0,,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1434,control,0,37,39,0,,1,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1435,control,0,89,91,1,23,2,4,10,3,4,0,1,3,124.85,14.98,109.87,109.87,sure_thing,medium_value,pulled_forward
1436,treatment,1,70,74,0,,0,0,3,1,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1437,control,0,81,87,1,10,4,9,18,4,0,0,1,5,221.18,11.06,210.12,210.12,sure_thing,high_value,normal_timing
1438,treatment,1,90,90,0,,4,2,11,0,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1439,treatment,1,12,16,0,,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1440,treatment,1,2,8,0,,2,1,2,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1441,control,0,52,55,0,,5,5,17,5,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1442,control,0,24,26,0,,4,6,18,3,3,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1443,control,0,79,82,0,,2,9,7,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1444,control,0,42,48,0,,4,14,15,6,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1445,control,0,1,8,1,13,4,8,24,2,0,0,1,5,353.86,17.69,336.17,336.17,sure_thing,high_value,normal_timing
1446,treatment,1,21,26,0,,3,11,23,2,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1447,treatment,1,31,34,0,,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1448,treatment,1,3,8,0,,0,1,11,2,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1449,treatment,1,29,34,0,,1,2,12,1,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1450,control,0,49,55,0,,0,0,6,2,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1451,treatment,1,81,82,0,,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1452,treatment,1,59,59,0,,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1453,treatment,1,9,11,0,,5,7,14,4,3,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1454,treatment,1,38,40,1,11,5,5,25,5,1,1,1,3,77.75,13.48,64.27,64.27,persuadable,high_value,normal_timing
1455,control,0,70,74,0,,0,1,3,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1456,control,0,34,38,1,12,3,4,15,7,0,0,1,2,160.44,8.02,152.42,152.42,persuadable,high_value,normal_timing
1457,control,0,51,58,1,10,1,5,2,1,6,0,0,1,33.26,11.64,21.62,21.62,persuadable,discount_driven_low_value,normal_timing
1458,control,0,89,95,0,,3,8,16,0,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1459,treatment,1,13,14,0,,1,0,4,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1460,control,0,43,49,0,,3,3,17,7,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1461,treatment,1,55,61,1,9,5,5,8,3,0,0,1,2,94.93,11.39,83.54,83.54,sure_thing,medium_value,pulled_forward
1462,treatment,1,72,75,1,7,3,7,10,3,1,1,1,5,141.07,26.52,114.56,114.56,sure_thing,medium_value,pulled_forward
1463,control,0,76,76,0,,0,2,5,0,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1464,control,0,26,32,1,9,6,6,21,6,0,0,1,3,157.84,7.89,149.95,149.95,sure_thing,high_value,normal_timing
1465,treatment,1,43,44,0,,0,1,0,3,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1466,treatment,1,75,76,0,,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1467,control,0,76,79,1,9,4,2,6,2,1,0,1,3,154.21,18.5,135.7,135.7,sure_thing,medium_value,pulled_forward
1468,control,0,75,75,0,,2,4,21,2,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1469,treatment,1,61,64,0,,3,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1470,control,0,25,26,0,,1,1,3,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1471,treatment,1,34,34,1,18,2,10,23,1,2,0,1,5,353.89,17.69,336.2,336.2,sure_thing,high_value,normal_timing
1472,control,0,60,67,0,,3,6,15,3,3,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1473,control,0,23,25,0,,2,6,18,4,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1474,control,0,62,66,0,,2,7,15,3,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1475,treatment,1,47,53,0,,2,2,28,3,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1476,treatment,1,40,43,0,,2,6,11,3,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1477,control,0,32,34,0,,1,1,7,3,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1478,treatment,1,70,75,0,,0,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1479,control,0,42,47,0,,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1480,control,0,28,28,0,,0,0,3,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1481,control,0,35,41,0,,1,4,6,0,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1482,control,0,44,44,0,,2,1,5,3,9,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1483,treatment,1,56,61,1,9,3,3,10,2,5,1,1,2,53.69,28.38,25.31,25.31,persuadable,discount_driven_low_value,normal_timing
1484,control,0,90,90,0,,3,2,1,2,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1485,treatment,1,31,31,0,,6,6,18,6,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1486,control,0,17,17,0,,2,3,8,4,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1487,treatment,1,89,94,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1488,control,0,14,17,0,,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1489,treatment,1,82,86,0,,0,3,7,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1490,control,0,13,15,0,,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1491,control,0,33,33,0,,3,9,22,3,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1492,treatment,1,90,96,1,7,2,4,15,4,5,0,1,5,356.26,17.81,338.45,338.45,persuadable,high_value,normal_timing
1493,treatment,1,15,21,1,20,5,6,15,4,0,1,1,3,284.89,23.83,261.05,261.05,persuadable,high_value,normal_timing
1494,treatment,1,15,21,0,,1,0,5,0,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1495,control,0,55,55,0,,0,4,8,1,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1496,treatment,1,18,25,0,,7,8,23,7,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1497,treatment,1,3,7,0,,7,8,18,4,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1498,treatment,1,63,64,0,,1,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1499,control,0,87,88,0,,2,0,9,2,11,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1500,treatment,1,69,73,0,,5,6,15,6,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1501,treatment,1,87,91,1,11,1,4,14,2,1,1,0,1,32.44,13.48,18.96,18.96,sure_thing,medium_value,pulled_forward
1502,treatment,1,48,48,0,,4,6,13,3,3,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1503,control,0,56,59,1,13,5,7,7,3,2,0,1,3,165.59,19.87,145.72,145.72,sure_thing,medium_value,pulled_forward
1504,control,0,89,90,0,,4,3,7,1,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1505,treatment,1,46,53,0,,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1506,treatment,1,4,8,0,,6,4,9,4,4,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1507,treatment,1,22,24,1,13,3,4,11,2,3,0,0,1,54.21,6.5,47.7,47.7,sure_thing,medium_value,pulled_forward
1508,control,0,56,59,0,,3,2,12,4,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1509,control,0,78,84,0,,1,1,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1510,treatment,1,55,60,1,18,4,3,19,2,1,0,1,7,482.26,24.11,458.15,458.15,sure_thing,high_value,normal_timing
1511,control,0,37,40,1,16,6,4,21,3,1,0,1,4,166.87,8.34,158.53,158.53,sure_thing,high_value,normal_timing
1512,control,0,29,35,0,,1,0,2,1,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1513,treatment,1,62,66,0,,1,1,9,4,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1514,treatment,1,81,81,0,,3,1,9,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1515,treatment,1,26,31,0,,0,4,5,2,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1516,control,0,50,57,1,10,7,4,20,4,2,0,1,2,118.42,5.92,112.5,112.5,sure_thing,high_value,normal_timing
1517,control,0,39,45,0,,1,1,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1518,treatment,1,23,23,1,12,3,4,11,0,6,0,1,2,79.08,9.49,69.59,69.59,sure_thing,medium_value,pulled_forward
1519,control,0,37,44,0,,0,3,8,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1520,control,0,8,15,0,,3,2,6,1,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1521,control,0,48,49,0,,5,3,14,3,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1522,treatment,1,10,15,0,,3,11,14,4,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1523,treatment,1,43,49,0,,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1524,treatment,1,81,81,0,,3,6,16,0,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1525,treatment,1,14,20,0,,1,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1526,control,0,23,26,0,,2,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1527,control,0,65,67,0,,6,4,12,6,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1528,control,0,82,84,0,,0,3,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1529,control,0,87,91,0,,2,1,2,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1530,control,0,11,17,1,19,1,2,5,3,5,0,1,2,50.75,17.76,32.99,32.99,persuadable,discount_driven_low_value,pulled_forward
1531,control,0,22,28,0,,2,2,6,2,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1532,control,0,89,90,0,,7,10,21,4,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1533,treatment,1,46,52,0,,1,3,27,3,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1534,treatment,1,76,82,0,,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1535,control,0,2,2,0,,4,7,18,4,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1536,control,0,11,13,0,,1,3,10,2,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1537,treatment,1,19,19,0,,5,5,11,3,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1538,treatment,1,8,15,0,,2,2,6,1,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1539,treatment,1,81,84,0,,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1540,control,0,73,75,0,,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1541,treatment,1,36,43,0,,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1542,control,0,8,13,0,,3,7,16,1,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1543,control,0,10,17,0,,2,5,16,3,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1544,control,0,24,30,0,,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1545,control,0,66,73,1,15,6,8,19,2,0,0,1,6,391.93,19.6,372.34,372.34,sure_thing,high_value,normal_timing
1546,control,0,73,74,0,,2,1,12,1,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1547,control,0,49,50,0,,3,3,13,1,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1548,treatment,1,82,82,1,10,4,5,15,3,1,1,1,6,453.47,32.26,421.2,421.2,sure_thing,high_value,normal_timing
1549,control,0,84,86,1,17,7,6,21,3,3,0,1,9,514.63,25.73,488.9,488.9,sure_thing,high_value,normal_timing
1550,control,0,70,74,0,,4,0,8,3,9,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1551,control,0,8,12,0,,1,1,4,1,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1552,control,0,81,86,0,,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1553,control,0,82,87,1,16,1,1,3,3,2,0,1,2,70.81,24.78,46.02,46.02,persuadable,discount_driven_low_value,pulled_forward
1554,control,0,51,57,1,16,7,5,18,5,1,0,1,2,129.28,6.46,122.82,122.82,persuadable,high_value,normal_timing
1555,control,0,54,58,0,,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1556,treatment,1,71,73,0,,2,3,8,6,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1557,treatment,1,54,57,0,,5,1,12,2,12,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1558,control,0,31,37,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1559,treatment,1,63,69,0,,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1560,treatment,1,71,78,0,,1,1,7,0,8,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1561,treatment,1,13,17,0,,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1562,treatment,1,62,68,1,8,1,4,6,0,3,1,1,2,25.38,18.47,6.91,6.91,persuadable,discount_driven_low_value,pulled_forward
1563,treatment,1,16,19,0,,1,5,13,0,0,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1564,treatment,1,52,52,0,,1,2,8,0,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1565,treatment,1,10,15,0,,1,1,8,2,11,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1566,control,0,90,90,0,,1,6,7,6,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1567,control,0,61,66,1,7,2,5,9,1,4,0,1,4,202.01,24.24,177.77,177.77,sure_thing,medium_value,pulled_forward
1568,control,0,43,50,0,,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1569,control,0,46,46,1,20,1,7,13,2,2,0,1,4,103.33,12.4,90.93,90.93,sure_thing,medium_value,pulled_forward
1570,control,0,56,61,1,12,3,5,5,1,8,0,1,3,90.84,31.79,59.04,59.04,persuadable,discount_driven_low_value,pulled_forward
1571,control,0,12,18,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1572,treatment,1,46,51,0,,1,1,0,2,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1573,treatment,1,65,70,0,,5,9,13,5,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1574,treatment,1,24,31,0,,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1575,control,0,44,50,0,,0,2,4,1,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1576,control,0,30,30,0,,1,9,18,2,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1577,treatment,1,15,21,0,,3,4,17,9,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1578,treatment,1,89,95,0,,1,4,7,3,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1579,treatment,1,54,55,1,8,2,2,3,0,5,1,0,1,29.96,20.07,9.88,9.88,persuadable,discount_driven_low_value,pulled_forward
1580,treatment,1,36,41,0,,0,2,5,0,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1581,treatment,1,31,37,1,5,3,4,13,1,0,0,1,2,64.17,7.7,56.47,56.47,sure_thing,medium_value,pulled_forward
1582,control,0,62,68,0,,2,0,3,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1583,control,0,10,16,1,15,6,4,16,4,0,0,1,5,270.42,13.52,256.9,256.9,sure_thing,high_value,normal_timing
1584,control,0,52,58,0,,2,5,16,1,1,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1585,treatment,1,21,21,0,,0,1,2,2,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1586,treatment,1,81,84,0,,0,1,2,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1587,control,0,71,72,1,17,0,1,3,0,0,0,0,1,23.49,2.35,21.14,21.14,lost_cause,no_value,no_purchase
1588,treatment,1,69,69,0,,0,2,9,2,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1589,control,0,14,16,0,,5,8,26,2,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1590,control,0,8,15,0,,2,1,5,0,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1591,control,0,42,46,0,,4,1,9,0,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1592,control,0,32,38,0,,3,1,7,0,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1593,treatment,1,66,70,0,,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1594,control,0,65,67,0,,2,3,13,0,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1595,treatment,1,36,39,1,13,0,5,13,1,2,1,1,2,73.87,18.45,55.42,55.42,sure_thing,medium_value,pulled_forward
1596,treatment,1,15,22,0,,3,5,20,6,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1597,control,0,30,32,0,,4,4,25,1,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,high_value,normal_timing
1598,control,0,46,48,0,,1,2,9,1,2,0,0,0,0.0,0.0,0.0,0.0,sure_thing,medium_value,pulled_forward
1599,treatment,1,23,29,0,,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1600,control,0,29,31,1,11,8,6,16,4,1,0,0,1,68.17,3.41,64.76,64.76,persuadable,high_value,normal_timing
1601,treatment,1,22,29,0,,0,1,3,0,2,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1602,control,0,6,13,0,,1,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1603,treatment,1,55,55,0,,2,3,6,1,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1604,treatment,1,90,95,0,,0,1,4,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1605,control,0,86,86,0,,2,3,6,0,5,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1606,control,0,84,91,0,,2,6,13,2,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1607,treatment,1,60,60,0,,2,4,9,0,7,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1608,control,0,68,75,1,24,2,8,17,2,0,0,1,2,151.75,7.59,144.16,144.16,sure_thing,high_value,normal_timing
1609,control,0,6,12,0,,3,1,13,5,2,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1610,control,0,19,23,0,,5,8,13,4,1,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1611,control,0,64,65,0,,3,2,16,5,0,0,0,0,0.0,0.0,0.0,0.0,persuadable,high_value,normal_timing
1612,treatment,1,89,91,0,,1,2,7,2,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1613,treatment,1,82,85,0,,1,2,7,1,3,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1614,control,0,57,63,0,,1,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1615,treatment,1,10,17,0,,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1616,control,0,87,91,0,,1,3,7,0,6,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1617,control,0,29,30,1,10,3,5,16,4,0,0,1,6,229.88,11.49,218.38,218.38,sure_thing,high_value,normal_timing
1618,treatment,1,4,8,0,,0,3,6,0,8,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1619,treatment,1,70,76,1,17,4,10,20,4,0,1,1,5,442.59,31.72,410.87,410.87,sure_thing,high_value,normal_timing
1620,control,0,16,20,0,,1,4,10,3,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,normal_timing
1621,control,0,28,35,0,,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
1622,treatment,1,61,61,1,10,5,3,26,4,0,0,0,1,66.65,3.33,63.31,63.31,sure_thing,high_value,normal_timing
1623,treatment,1,87,91,1,3,1,2,8,7,2,1,0,1,44.73,14.96,29.77,29.77,sure_thing,medium_value,pulled_forward
1624,control,0,82,82,0,,3,4,15,2,4,0,0,0,0.0,0.0,0.0,0.0,persuadable,discount_driven_low_value,pulled_forward
1625,control,0,15,19,0,,0,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0,lost_cause,no_value,no_purchase
